Index,Time,Source,Content
165,2017-05-06T20:16:35+00:00,Kolkata24*7,"Kolkata: What a liar you are Vikram Chatterjee! Those holding onto #JusticeForSonika used these words to describe popular tele-serial actor Vikram Chatterjee since he claimed himself innocent at a press conference.Also Read: Actor Vikram To Surrender Before CourtPeople called him a liar. Ankita Banerjee, friend of Sonika, posted on facebook, “How big a liar you are Vikram.My friend say you drinking on that night. There remains no doubt that my friends Sonika died due to your irresponsibility. You were definitely rash driving. Remember, several did see you drinking that night. Their eyes would not take a minute to prove you wrong.”ঘটনার রাতে একাধিক নাইট ক্লাবে আকন্ঠ ছিল বিক্রম! Another friend, Shireen Ashfaque said, “A great show put up ??First u re-admit urself to the hospital so that u can stay away from the questioning and then u urself call for a press conference?? What are you thinking Vikram people around u are dumb or u can get away after what u have done ? Because u want to get back to work! How will u work Vikram won’t the truth of that night haunt to and burden u for the rest of ur life? If u were not drunk or rash driving then how did the car be in that condition? Vikram Chatterjee we all saw u drinking that night in two night clubs.. and the people who rescued u and sonkia di from the accident have already spoken about the the way u drove that night near rashbehari so please if u think u can get away with this by lying through ur teeth and trying to gain sympathy lemme tell u it’s not gonna happen..”Fans and friends of late model Sonika Singh Chouhan took to their social media to call the actor a liar. Vikram in a press conference on Friday denied all allegations against him including being drunk and driving the vehicle irresponsibly and at a speed beyond 120km/hour.Also Read: Vikram Booked For Negligent DrivingHis statement was: “I am not saying this to gain sympathy at this point but I really wish I was in Sonika’s place today. I would have had much peace. After all, I was behind the wheels that night. I’m sure many understand the pain you feel when you lose a friend — a part of your life, a special person. To see that person bleeding from all over. People are saying all sorts of things outside. They are saying that I readmitted myself purposely. Truth is, I wasn’t in a position to analyse my health condition. It was only after my closed ones told me I need to get readmitted that I did. Sonika was an integral part of my life — a special person. I don’t know how I will face her parents but I know that I have to. But I was neither drunk, nor speeding. What really transpired that night is something I will share with the police given that the case is sub judice. People are also saying that the car was zooming at 120 km/hr and that I was intoxicated. None of these are true.Also Read: Im Fine With Paoli’s Nude Act, Said VikramSince the day I felt aware of what had happened, I have been wanting to speak. First the doctors said, I can’t speak because I’m under severe stress and trauma. Truth is, I wanted to speak. Yesterday when I was released, my parents didn’t let me speak because they too think I’m in trauma. But I need to address the media and record my statement with the police. I wish I could have let Sonika’s parents know about her death sooner. I had two numbers memorized — one that of my dad and one that of my closest friend. Nothing will bring Sonika back but I want to be by her family’s side today. I have two roads ahead of me. One that leads to me sitting back and home and another that leads to getting back at work so 100 other families who work on a TV set don’t have to suffer because of me. I don’t know how soon I’ll return to work but I want to, the soonest.”Not only taking their protests to the social media platforms, Sonika’s friends are trying to get justice for their friend. For this they have started a new hashtag #JusticeForSonika and are seeking for strict punishment of Vikram."
166,2017-05-03T07:51:17+00:00,Kolkata24*7,"Kolkata: More than 48 hours after the death of model Sonika Singh Chauhan in a car crash on Rashbehari Avenue, the victim’s family on Monday has lodged a specific complaint against actor Vikram Chatterjee who was at the wheels when the accident took place. The Chauhan family has specifically wanted to know whether the actor was drunk and whether that caused the accident.গাড়ি দুর্ঘটনায় পূর্ণ তদন্তের আরজি সোনিকার পরিবারের“They have asked us to look into Vikram’s role and take appropriate action against the accused if proven guilty,” said an officer. The complaint was made at Tollygunge but a top officer indicated the case is likely to be handled by Lalbazar. “Tollygunge police, with technical help of detective department, will look into the case,” he said. “We have found the sections slapped against the actor suo motu by us to be sufficient to cover the charges made by the family,” claimed another senior officer.Though, the cops are yet to record the statement of Chatterjee. Top IPS officers at Lalbazar insisted Vikram was still not fit to face questioning. However, Ruby hospital authorities, where Vikram is presently undergoing treatment, said the actor might be released in the next 48 hours if his condition remains stable. “We have been asked to inform police before his release,” said a source. Police said the actor has to record his statement at the earliest. “We will let him recover but he cannot escape questioning,” claimed an officer, they are even mulling recording his statement before a magistrate. Sources said a probable questionnaire that will be put before the actor is ready. “Based on the car’s mechanical test and the CCTV footage of the area, we have come upon certain possibilities. Only recording the statement of the actor will help us ascertain the truth,” said a source.Sources in Lalbazar said one of the theories forwarded by experts was that the actor might have dozed off while speeding. “There is an 80-metre drag mark on the road. Yet, even after analysing footage from CCTVs installed nearby, we have not been able to locate any other vehicle crossing that particular lane around that time. Hence, it’s crucial that we seek Vikram’s help in locating the other car that his family is talking about,” said an officer.Similarly, the mechanical test has suggested that the car was being driven way above the maximum speed limit fixed for Rashbehari Avenue. “We want to ascertain the conditions under which this became a necessity,” claimed a source. Cops also want to ascertain which portion of the car hit Sonika that left her bleeding profusely from her ears and nose leading to her death."
167,2017-05-01T11:17:37+00:00,Kolkata24*7,"Kolkata: Sunday started on a typical note for 43-year-old Abdul Mannan. He went out to buy some home essentials and was checking out vegetables from a roadside seller. And then, a calf fell on him from 70ft above.The six-month-old, 85kg animal died on the spot but Mannan had a miraculous escape with a fractured leg, ribs and serious head injury.The calf was kept in captivity on the terrace of a four-storey building for the past week allegedly by one of the tenants. According to local residents, it tore off the rope it was tied to, jumped over a 3ft wall and fell directly on Mannan. The bizarre incident happened around 8am on Sunday at Masjid Bari Lane in Tiljala. Also Read: Actor Vikram Injured, Model Sonika Dead In Major Accident“The tenant brought the cow to the terrace last week and kept it tied to a corner. Stacks of hay were also kept for the animal to eat. He had even hired a young man to bathe the calf,” said a person who lives in the building opposite 15G Masjid Bari Lane. “After it was bathed on Sunday, it grew restless and ran around the terrace before the rope hung around its neck tore off and the animal plunged from the terrace,” he said.As the animal crashed on Mannan, both of them slumped on the ground in a pool of blood. The calf died on the spot while bystanders took Mannan to a local nursing home before admitting him to Calcutta National Medical College and Hospital.“I was checking cucumbers while bending down when I suddenly felt something very heavy falling on me. As I lay on the ground, I realised it was a calf and lost sense,” said Mannan, who sells peanuts and sprout mixtures outside schools.Mannan suffered a fracture on his left leg, cracks in a rib and wounds on the back of his head, including multiple injuries all over his body that required as many as 18 stitches. “I cannot believe my husband was almost killed by a calf falling from the sky. I thank God he is alive,” said his wife Seema Begum.The owner of the building, Anjum Alam, said the calf belonged to one of the tenants who had left the building two months ago and claimed he had possibly sneaked in the calf. “The tenant, Md Alam, had left two months ago. Possibly, he still has the keys to the terrace and that is how he kept the calf in the building without our knowledge. We are trying to track him,” said Alam, whose family owns five shops on the ground floor of the building.Alam, however, added he had taken care of all the medical expenses of Mannan since it happened outside their building. “We know he is a poor man and since the incident happened because a calf jumped off our building, we also bear some responsibility for it,” he said. No police complaint was made in the case.According to locals, several residents in the Tiljala and Kushtia area keep cattle on the terrace. Khatals were declared illegal in the city municipal area in the 1980s but despite the ban, several khatals and khatal-like clusters still flourish in several parts of the city, including Tiljala."
168,2017-04-30T19:50:52+00:00,Kolkata24*7,"Kolkata: A team of forensic experts today conducted tests on the car which met with an accident in which model and TV host, Sonika Chauhan was killed and actor Vikram Chatterjee was injured, police said.Forensic experts collected samples from the site of the accident and checked impacts on the vehicle carrying Sonika and Vikram before hitting a roadside iron railing and mounting on the pavement and partially tilted on one side at Rashbehari Avenue crossing in the wee hours yesterday, a senior officer of Tollygunge Police Station said.“The experts have inspected the vehicle while trying to get an idea about the speed of the vehicle when it met with the accident. We have also conducted a review at the accident site and collected samples from there also… We are checking the parameters to ascertain whether the car was over speeding or not,” he said adding that there were three impacts on the car. Police, who have started a suo moto case in the incident and slapped cases of rash driving, causing death by negligence and causing grievous hurt by endangering personal safety of others against the actor was keen on talking to him to get a clear idea about the incident.“Talking to Vikram is most essential in this case. We need to know details about the incident,” the source said.Meanwhile, hospital authorities released a medical bulletin declaring Vikram’s health condition as “stable”."
169,2017-04-24T13:58:37+00:00,Kolkata24*7,"Kolkata: The Flicker Book Entertainment announced the Super Darts League (SDL) on Sunday at the Aauris hotel.The evolution of Darts is seen unparalleled growth over the past decade, right from the pubs of Europe to the clubs of India, Darts is now considered to be one of the fastest growing games in India. Keeping that in mind, Flicker Book Entertainment in association with PowerPlay Darts announced Super Darts League (SDL) today at Aauris Hotel.The press conference witnessed the glamorous presence of Tollwood actresses like Ritabhari Chakraborty, Gargi Roy Chowdhury, Riddima Ghosh, Sampurna Lahiri, Saayoni Ghosh, Ananya Chatterjee, Priyanka Sarkar, Sohini Sarkar and Darshana Banik. Mr. Firdasul Hasan, President, Super Dart League & Mr. Arnav Raha, Convenor was present to address the media.(From L-R) – Ananya Chatterjee, Gargi Roy Chowdhury, Saayoni Ghosh, Sohini Sarkar,Ritabhari Chakraborty, Priyanka Sarkar, Sampurna Lahiri, Ridhima Ghosh Proceedings kick off with the ‘SDL PLAYER AUCTIONS’ on 23rd April at Aauris followed by the SDL Launch Party on 30th April. League matches would be scheduled to take place at Calcutta Rowing Club (CRC) from 7th to 11th May 2017. Semi Finals and Finals would be held at Aauris on 13th May and 14th May respectively.Also Read: Tolly’s Bisorjon, Bolly’s Pink, Neerja Wins National Awards9 Teams would vie for honours in this Franchisee based league cum knockout tournament which would feature more than 100 top darts players in India. Many of these players have represented India at International tournaments and continue to make inroads in the International darting scene for the country.The 9 teams taking part in SDL are (with the faces):1. Black Hawks – Saayoni Ghosh2. Dartmeisters – Darshana Banik3. Darty Roxton – Ridhima Ghosh4. Ditviaan – Sampurna Lahiri5. Jivraj 9 Dazzling Diamonds – Ritabhari Chakraborty6. Mavericks – Sohini Sarkar7. Sharp Shooters – Gargi Roy Chowdhury8. Warriors – Priyanka Sarkar9. Zoomers – Ananya ChatterjeePrize Money to the tune of Rs. 20 Lakh would be given away with Rs. 6 Lakh going to the winning Franchisee and Rs. 4 Lakh for the Runner Up and the rest to given away to players based on their auction value.Also Read: Tolly Actor Hiran Injured In Car AccidentFlicker Book Entertainment and PowerPlay Darts have joined hands to not only promote darts events but to develop players from the grass root level and train them to outshine competition at the international stage. Super Darts League will be a platform to create India’s ‘Darting Superstars’ and to send them for international tournaments.SDL was supported by Teacher’s 50, Budweiser, Aauris, Karukrit, Unicorn & Prapti."
170,2017-04-01T12:37:14+00:00,Kolkata24*7,"Kolkata: The condition of actor and grandson of thespian Soumitra Chatterjee, Ranodeep Bose, remained critical on Saturday following serious injury in a road mishap.The actor, who was pillion riding on a friend’s two-wheeler, suffered multiple injuries when his bike rammed into a concrete wall in the early hours here yesterday. He was admitted to a super-speciality institute.A bulletin issued by the Institute of Neurosciences Kolkata said today, “Ranodeep Bose, a 26-year old suffered a massive head injury with other multiple injuries. On admission his coma score was 4 out of 15…..A decompressive Craniotomy was carried out to release the pressure from his brain swelling. He remains on ventilation,” Also Read: Soumitra’s Grandson Seriously Injured In Major Bike Accident“His condition is too unstable to assess all the bony injuries. Although his brain injury was massive, let’s hope he responds to the treatment,” the bulletin issued by the CEO of the institute, Prof John Vasiloudis said.The actor’s friend who was riding the bike, suffered multiple fractures and was also admitted to a hospital.The actor had debuted in the film ‘Egaro'(2011) and then acted in a string of critically acclaimed different genre films – ‘Dutta Vs. Dutta’ (2012), ‘Family Album’ (2015), ‘Ludo’ (2015) and ‘Khawto’ (2016)."
171,2017-03-13T18:05:07+00:00,Kolkata24*7,"Kolkata: The driver of the vehicle, that met with an accident last week killing popular Bengali folk singer Kalikaprasad Bhattacharya, was arrested, police said.Arnab Rout, who was absconding since police booked him under IPC Section 304 (Punishment for culpable homicide not amounting to murder), was arrested from Kasba in south Kolkata late last night, a senior police officer said.“There was negligence on the part of the driver while driving on the expressway that led to the accident. Initial probe revealed that the driver was dozing while driving following which the mishap happened… We need certain answers from him for our investigation,” the officer said. The driver was remanded to police custody for two days by a court.Last Tuesday, Bhattacharya (46) died in a road accident at Palsit in Burdwan district while returning Kolkata along with four members of his Bangla band, ‘Dohar’, when their SUV met with an accident on NH 2 and fell into a waterbody.Bhattacharya was rescued from the mangled vehicle along with other occupants of the car and rushed to the Burdwan Medical College and Hospital where the Silchar-born singer was declared brought dead."
172,2017-03-07T11:07:48+00:00,Kolkata24*7,"Kolkata: In a shocking incident, noted Bengali folk band Dohar’s singer Kalika Prasad on Tuesday died due to a major a road mishap in Hooghly’s Gurap. Six others of his band members were also injured in this accident and three of them were critically injured. All members were immediately rushed to Burdwan medical college. But after admitted, Doha’s famed singer kalika Prasad declared brought dead by doctors.বাংলায় পড়তে ক্লিক করুন : মর্মান্তিক পথ দুর্ঘটনায় মৃত সঙ্গীতশিল্পী কালিকাপ্রসাদAccording to sources, the car of the Doha band hit by lorry from backside, turned turtle and fell into a gorge near Gurap. Chief Minister of West Bengal Mamata Banerjee condoled the sudden demise of Kalika Prasad. She tweeted: ‘Shocked at the tragic demise of Kalikaprasad Bhattacharjee of Dohar . His passing is a big loss to Bengali music. Kalikaprasad’s demise is a personal loss. He was a close friend. Condolences to his family and fans.”Many singers across the Bengal also condole the sudden death of noted folk singer Kalika Prasad. Singing fraternity has expressed grief over the sudden death. they expressed it through the following tweets.Kalikaprasad passed away in an accident near Bardhaman. Can’t accept this. R.I.P,Arindam Sil tweeted.Bisshash korte parchina… tumi chole gele… will miss u immensely Kalika da…: Jishhu Sengupta"
173,2017-03-04T11:07:05+00:00,Kolkata24*7,"Kolkata: Days After a patient allegedly died due to medical negligence on part of Apollo Gleneagles Hospital in Kolkata, two doctors from the institute on Friday appeared before officers of Phoolbagan police station. This was after the police summoned the doctors for questioning.“The documents submitted by the hospital lack details and hence, they were asked to come to Phoolbagan police station to clear doubts,” said a police officer.The hospital was accused of delaying the release of a patient – Sanjoy Roy, who had met with a road accident – after his relatives “failed” to settle the bill. The family had alleged they had to provide to the hospital certificates of fixed deposit as guarantee before they were allowed to shift the patient to state-run SSKM Hospital. Roy later died at SSKM. His wife Ruby Roy went on to lodge a complaint against Apollo at the Phoolbagan police station. Chief Minister Mamata Banerjee too asked the state health department to investigate the matter promptly.Sources said a report submitted by a six-member committee set up by the department has found lapses on part of the hospital in Roy’s treatment.“The team has also checked medical reports of SSKM Hospital, where Roy was taken by his family after they signed a risk bond at Apollo. Roy seems to have died of excessive bleeding. The report has also mentioned that Apollo had conducted some tests which were not required. It added that the treatment was not up to the mark,” said a source."
174,2017-02-25T20:18:08+00:00,Kolkata24*7,"Kolkata: West Bengal health secretary R S Shukla on Saturday said the department was not satisfied with the reply of Apollo Gleneagles Hospital, which has courted controversy for allegedly refusing to release a patient without settling his dues.“We are not satisfied with the reply of the hospital. We feel that the case could have been handled in a better way,” Shukla told reporters after his meeting with the officials of the hospital, who were summoned.Sanjoy Roy, who was admitted to the hospital on February 16 after a road accident died at the state-run SSKM hospital where he was shifted. “The incident could have been avoided with more appropriate steps,” he said adding “We have asked them (hospital officials) to appear before us with more documents in support of their explanations.” Shukla also criticised the hospital authority for taking fixed deposit papers from the patient party. “The hospital authority can’t take FD papers from patient party.” The hospital authority had yesterday said the patient’s relatives had given the FD papers to it. “We never asked for it.”State Health Services Director Biswaranjan Satpathy said “Comparatively much less expensive and simple method of treatment could have saved the youth’s life.” The Health Department officials later submitted their report to Chief Minister Mamata Banerjee.The issue has sparked controversies following death of the patient. Family members of Roy, who was admitted to the hospital on February 16 after a road accident, have alleged that the hospital authorities refused to release him unless dues were settled and the delay to shift him caused his death.“The bill for his treatment ran into nearly Rs eight lakh and we wanted to shift him to the state-run SSKM hospital as we managed to get a bed there. We pleaded with the (private) hospital authorities to release the patient but they had insisted on the payment first,” a family member had said.The hospital authority, however, denied the allegation and said the patient’s relatives confirmed at 7 p.m that they have got a bed in the government hospital. “We had agreed (to release Roy). Subsequently, we had taken the patient in our ambulance with doctors and continued his treatment till he was put in that hospital’s bed.”Chief Minister Mamata Banerjee had on Wednesday warned private hospitals against over-charging patients and negligence in treatment and announced setting up of a regulatory commission to monitor their functioning."
175,2016-11-03T18:44:30+00:00,Kolkata24*7,"Kolkata: Four officials of a private organization were arrested on Thursday over the Vivekananda flyover mishap. On 31 March 2016, part of the under-construction Vivekananda flyover in the Girish Park neighbourhood of Kolkata, India, collapsed. Twenty seven people were dead and more than 80 were injured in the incident. At 12:40 pm IST on 31 March 2016, a 150 m (490 ft) span of steel of the bridge collapsed, trapping many pedestrians and vehicles underneath. The incident took place at the busy Rabindra Sarani – K K Tagore road crossing. 27 people were killed and at least 80 others were injured. More than 90 people had been pulled from the rubble, but as of 1 April, over 100 people were still unaccounted for. National Disaster Response Force (NDRF) worked in relief operations with police, and other security personnel. Many photographs and videos were quickly posted on social media platforms. On 1 April 2016, the construction company IVRCL was charged with murder, under section 302 of the Indian Penal Code. The police detained five IVRCL officials in Kolkata and two in Hyderabad, and sealed off IVRCL’s local office in Kolkata. The firm called the collapse an “accident”, while one IVRCL official described it as an “act of god”. The shares of the company fell 11.7% the day after the disaster. Sixty-two families living in buildings near the accident site were asked to vacate temporarily for the safe removal of collapsed debris. In a letter sent to BSE, IVRCL claimed that the design of the flyover was done by a reputed consulting firm of Kolkata. The Chief Minister of West Bengal, Mamata Banerjee, rushed to oversee the post-crash relief and rescue operation, and made a statement blaming the previous left-wing government for the disaster. The previous state government, headed by the CPI(M), alleged that the portion of the flyover that collapsed was built during the current Government’s tenure. Minister of State for Urban Development, Babul Supriyo remarked that the construction work of the flyover was carried on in an unscientific manner and “the state administration did not take any lesson even after the collapse of Ultadanga flyover three years ago”. The legal advisor to IVRCL, Sheela Peddinti said, “The glass was shattered. It could have been a blast.” The vice-president of the Indian National Congress, Rahul Gandhi visited the injured and the site of accident. He refused to make any political statements. Later, he incidentally raised the issue at rallies and accused the ruling party, Trinamool Congress of negligence."
176,2016-10-31T17:21:43+00:00,Kolkata24*7,"Kolkata: Trinamool Congress (TMC) MP and West Bengal Chief Minister Mamata Banerjee’s nephew Abhishek Banerjee was released on Monday evening from the hospital where he was under treatment following a road accident earlier this month.The medical board constituted to look after Banerjee’s condition took the decision to release him after a check-up, a senior official at the hospital said.According to an earlier bulletin issued in the morning by Belle Vue Clinic, where the TMC youth wing president underwent a surgery for an “orbital floor fracture”, he was allowed free mobilisation and a normal diet from today. “Banerjee needs to come back to the hospital again for another round of check-up. The doctors have prescribed him complete rest for two weeks,” the official said.Banerjee’s car had met with an accident on National Highway-2, near Singur, in Hooghly district on October 18. A 12-member team of surgeons had conducted the surgery a week later on October 25."
177,2016-10-22T14:25:23+00:00,Kolkata24*7,"Kolkata: The health condition of Trinamool Congress MP and West Bengal Chief Minister Mamata Banerjee’s nephew Abhishek Banerjee, who was injured in a road accident few days back, continues to remain the same and he is intermittently on oxygen support.According to a medical bulletin issued by the Belle Vue Clinic, where Banerjee is admitted, his condition remains more or less the same.He continues to have mild fever, body ache, discomfort and is on intermittent oxygen support, the medical bulletin said. The Trinamool youth wing president’s car had met with an accident on National Highway-2 near Singur on Tuesday last.An MRI report had confirmed Abhishek suffered “orbital floor fracture”. At present he is under strict observation of a 14-member medical board."
178,2016-10-20T22:04:39+00:00,Kolkata24*7,"Kolkata: The health condition of Trinamool Congress MP and West Bengal Chief Minister Mamata Banerjee’s nephew Abhishek Banerjee, who was injured in a road accident two days back, showed no improvement today.According to a medical bulletin issued by the Belle Vue Clinic, where Mr Banerjee is admitted, his condition remains more or less the same.He continues to have mild fever, body ache, discomfort and is on intermittent oxygen support, hospital CEO Dr P Tondon said. The designated team of doctors checked his health condition this evening and decided to continue with the present conservative treatment, he said.The bulletin said the doctors would decide on the “next line of management” only after detailed eye and facio-maxillary assessment tomorrow or the day after.The Trinamool youth wing president’s car had met with an accident on National Highway-2 near Singur on Tuesday.An MRI report had confirmed Abhishek suffered “orbital floor fracture”. At present he is under strict observation of the 14-member medical board."
179,2016-10-20T15:41:21+00:00,Kolkata24*7,"Kolkata: In the backdrop of the accident involving West Bengal Chief Minister Mamata Banerjee’s nephew and Trinamool Congress MP Abhishek Banerjee on Durgapur Expressway on Tuesday, the State has decided to revamp the traffic system on highways to curb road mishaps.At a high-level meeting yesterday, a decision was taken to identify rogue drivers and accident prone zones, install additional CCTVs and put up check posts on National Highway 2 (Delhi-Kolkata Road), NH 6 (Jharkhand border-Dankuni) and NH 34 (passing through Krishnanagar, Palashi, Baharampore, Morgram, Jangipur, Farakka, Ingraj Bazar, Pandua, Raiganj and Karandighi) to increase the vigil on vehicular movements.The meeting was attended by Director General of Police (DGP) Surajit Kar Purkayastha, ADG (Law and Order) Anuj Sharma, Kolkata Police Commissioner Rajeev Kumar, PWD Principal Secretary Indever Pandey, Senior officials of National Highways Authority of India (NHAI) and Public Works Department.In fact, plans were on to keep an extra vigil on highways 24X7, a highly-placed source of the Secretariat said.The meeting decided the need to set up speed breakers at important crossings, junctures of localities and highways and at crucial turns."
180,2016-10-06T18:01:24+00:00,Kolkata24*7,"Kolkata: West Bengal Police on Thursday said it has issued a general alert for the Durga puja celebrations in the state and sought cooperation from the people for its smooth conduct.“There is a general alert and we have taken all sorts of bandobast for it. We do not have any specific input on threats,” WB Director General of Police Surajit Kar Purkayastha told a joint press conference with city Police Commissioner Rajiv Kumar.“We seek cooperation of the common people and request them not to panic or pay heed to any form of rumours or spread rumours. Instead, in case of any problem they can contact the control room which is open 24×7,” he said. The DGP also said about 22,000 Durga Pujas being held in the districts of the state, consolidated arrangements had been made with around two lakh policemen, besides volunteers, fire brigade personnel, representatives of municipal corporations and disaster management groups.Purakaysta also rubbished reports of demands for subscriptions for Durga Puja from organisers.“We have not received any major complaints on subscription demands. We have addressed all complaints we have received and arrested 82. The government has strict policy on this. One can lodge complaints with local police stations or the SP and action will be taken,” he said.Purkayastha said Chief Minister Mamata Banerjee’s ‘Safe Drive Save Life’ initiative to keep a check on accidents on roads, started around three months ago, was showing positive results and the number of accidents in four districts–North and South 24 Parganas, Hooghly and Nadia–have come down to half.“The average death rate (due to road accidents) in North and South 24 Parganas, Hooghly and Nadia has decreased 50 per cent and that is mostly because of the ‘Safe Drive Save Life’ initiative of the chief minister,” Purakaystha said, adding Puja organisers had been asked to campaign for the initiative.City Commissioner Rajiv Kumar said that around 14,000 policemen and 6,000 volunteers would be deployed in and around the city as part of arrangements made for the festival days.Stating that road accidents in the city had come down by seven per cent because of the ‘Safe Drive Save Life’ initiative, Kumar assured that there would be no traffic jam.Kumar also asked the people to contact Lalbazar control room or 100 in case of requirements."
181,2016-08-11T12:54:38+00:00,Kolkata24*7,"Kolkata: The committee, formed to look into the Kolkata flyover collapse, has blamed administrative negligence behind the incident. The report pointed out inconsistencies in construction, use of poor material and approval for faulty designs by the Kolkata Metropolitan Development Authority.The report came five month after the incident by a committee headed by West Bengal Chief Secretary comprising of former professors of IIT Kharagpur.At least 26 people were killed and over 100 injured after a portion of an under-construction flyover collapsed on a congested road intersection near Girish Park in Kolkata. Demanding a strict punishement for the accused, CPI leader Gurudas Dasgupta said, “Those who are responsible for the substandard materials being supplied for the construction must be held up. No political cadre should be taken as a basis. It should absolutely be on merit and particularly the contractor who did it should be held up and punishment should be meted out to him.”Firm on its demand for Central Bureau of Investigation probe, BJP spokesperson Siddharth Nath Singh said, “TMC and the Left is to be blamed for the accident. There should be a CBI porbe.”Infrastructure major IVRCL Limited, the Hyderabad-based company that was constructing the Kolkata flyover, was blacklisted by the Jharkhand government in 2015."
182,2016-07-08T14:27:23+00:00,Kolkata24*7,"Kolkata: Launching a State-wide-drive, ‘Safe Drive, Save Life’ on Friday to bring down road accidents and bring in better measures at Nazrul Mancha in Kolkata, West Bengal chief minister Mamata Banerjee said that “Every life is precious” and appealed to the people to abide by the traffic rules and drive rationally to avoid road accidents.Ms. Banerjee praising the role of traffic cops emphasized the need to being in new laws to deal with rash driving and traffic violation. Hundreds of lives are lost to road mishaps every year in the state, said the CM. Inorder to reign on rash bikers CM said that stringent measures will be initiated. Helmets will be made mandatory.“We have made helmet mandatory for bikers, and the shops suddenly raised the prices of this life savng gear. It is all business now”, said Mamata. CCTV cameras will be installed across the city on Highways to monitor the traffic and capture the violators. She also emphasized the need of spreading public awareness about road safety and said that ample measures like ads on traffic signals will be initiated to spread road safety awareness.Praising the role of traffic police and civic volunteers the CM said that proper counseling will be provided to them to make them able to handle critical situations. The school syllabus will contain chapter on ‘Save drive, safe life, said Mamata.West Bengal has witnessed a massive surge in road accident in the recent years blamed mostly on reasons like rash driving and drunk driving. The measures talked about today by the chief minister is likely to save several lives."
183,2016-04-29T15:37:00+00:00,Kolkata24*7,"Kolkata: The Calcutta High Court on Friday delivered split decision hearing the bail plea of Red Road accident accused Sambia Sohrab.The division bench of Justice Ashim Kumar Roy and Justice CN Karnan differed on the bail plea. While Justice Karnan granted Sambia bail, Justice Roy rejected the plea.Sambia Sohrab is the prime accused in mowing down a, air force Corporal on Kolkata’s Red Road during a Republic Day rehearsal. Sambia is the son of influential Trinamool leader Mohammad Sohrab."
184,2016-04-04T08:11:49+00:00,Kolkata24*7,"Kolkata: Four days after a portion of an under-construction flyover collapsed in the city, killing at least 26 people, operations to clear the area and dismantle two dangerously hanging decks are still underway.Engineers are busy laying concrete blocks beneath the two hanging decks of the flyover to stop those from falling.“The decks weigh nearly over 300 tonnes. We are stacking concrete blocks underneath the decks to stabilise those before trying to dismantle them. If the blocks are unstable, the decks may slip off the pier causing another accident,” an engineer of Railway Vikas Nigam Ltd, assigned for the job, told . The blocks have been brought to the spot from various construction sites in and around the city, he said.“Once we are certain that the metal girders and the decks have been provided with much support and will not slip off, we will chip off concrete from the decks,” the engineer said.“We need to make sure the decks are shifted to a position where they can be broken down on the road and the girders do not tilt towards the buildings on either sides,” he said, adding after taking off the concrete from the decks, the metal girders will be cut into small pieces and moved out.The engineer said stacking of the blocks began on Friday night after a blueprint for executing the job was finalised.On how long would it take to dismantle the hanging decks and remove the metal piers, the engineer said, “It may take some weeks or a month. The area is congested and the buildings are very close to the flyover. We have to be very cautious and calculative while dealing with this.”On the reason behind the collapse, the engineer said, “it seems there was a problem at pier number 40. But we need to verify it further.”Meanwhile, a local court today remanded Tanmoy Sil, the arrested project manager of the construction firm IVRCL building the flyover, to police custody till April 11.Three senior officials of the company Assistant General Manager Mallikarjun Rao, Assistant Manager Debjyoti Manjumdar and Structure Manager Pradip Kumar Saha – were earlier arrested under sections 302 (murder), 307 (attempt to murder) and 120B (criminal conspiracy) of IPC.Police have registered a case against the construction firm and sealed its local office. SCH NN NSD. PTI"
